Event,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,ECO,Opening,TimeControl,Termination,AN
 Blitz ,Nontxo,Ul-Mennaleith,1-0,2016.06.30,22:01:32,1630,1570,9,-9,B51,Sicilian Defense: Canal-Sokolsky Attack,180+2,Normal,1. e4 c5 2. Nf3 d6 3. Bb5+ Nd7 4. d3 a6 5. Bxd7+ Bxd7 6. h3 Nf6 7. Nc3 e6 8. e5 dxe5 9. Nxe5 Bd6 10. Nc4 Bc7 11. O-O h6 12. Ne4 O-O 13. Be3 b6 14. Nxf6+ Qxf6 15. Rb1 Rad8 16. f4 Bc6 17. Qe1 Rfe8 18. Bd2 Qd4+ 19. Be3 Qd5 20. Rf2 Rd7 21. a3 a5 22. Bd2 g5 23. Ne5 Rde7 24. Nxc6 Qxc6 25. Qe2 Qd6 26. g3 f6 27. Rbf1 Kf7 28. Qh5+ Kg7 29. Rg2 Qd4+ 30. Kh1 gxf4 31. Bxf4 Bxf4 32. Rxf4 Rg8 1-0
 Blitz ,rcoarco,elliotfrancis,1-0,2016.06.30,22:01:33,1694,1333,3,-3,E20,Nimzo-Indian Defense: Ragozin Variation,180+3,Normal,1. d4 d5 2. c4 e6 3. Nc3 Bb4 4. Nf3 Nf6 5. a3 Bd6 6. e3 b6 7. Be2 O-O 8. O-O e5 9. dxe5 Bc5 10. b4 Bxb4 11. axb4 Nh5 12. cxd5 Qe7 1-0
 Classical ,zodoman,glauch,0-1,2016.06.30,22:01:33,1571,1578,-11,11,C00,French Defense #2,600+0,Normal,1. e4 e6 2. Nh3 c5 3. Qf3 Nf6 4. d3 Qa5+ 5. c3 Nc6 6. Bg5 Ne5 7. Qe3 Be7 8. Qf4 d6 9. Bxf6 Bxf6 10. Be2 O-O 11. O-O Qb5 12. Qd2 Qd7 13. f4 Ng6 14. Bg4 d5 15. f5 exf5 16. Bxf5 Qd6 17. Bxg6 fxg6 18. Nf2 Be5 19. exd5 Bxh2+ 20. Kh1 Bg3 21. Ne4 Rxf1# 0-1
 Bullet tournament ,chessman2212,PriusFide,0-1,2016.06.30,22:01:37,1500,2183,-14,1,B01,Scandinavian Defense: Main Line,60+0,Normal,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. d4 Nc6 5. Bd2 Bf5 6. Nf3 Nb4 7. a3 Nxc2+ 8. Ke2 Nxa1 9. Ne4 Qa6+ 10. Ke1 Qe6 11. Bd3 Bxe4 12. Bxe4 Qxe4+ 13. Qe2 Qxe2+ 14. Kxe2 Nc2 15. Rc1 Nxd4+ 16. Kf1 O-O-O 17. Ne1 Nf6 18. Bf4 c6 19. Rc3 Nd5 20. Rd3 Nxf4 21. Nf3 Nxd3 22. Nxd4 Rxd4 0-1
 Bullet ,KOStrategy,insightbck,1-0,2016.06.30,22:01:34,1357,973,3,-4,C20,King's Pawn Game: Wayward Queen Attack,60+0,Normal,1. e4 e5 2. Qh5 Nh6 3. Qxe5+ Be7 4. Qxg7 Rg8 5. Qxh7 Rg6 6. Bc4 Ng8 7. Qxf7# 1-0
 Blitz ,Ecrivain42,bbeltkyle89,0-1,2016.06.30,22:01:34,1562,1722,-6,8,C00,French Defense: Knight Variation,300+0,Normal,1. e4 e6 2. Nf3 d5 3. exd5 exd5 4. Qe2+ Be7 5. d4 Nf6 6. Nc3 O-O 7. Be3 Re8 8. O-O-O c5 9. dxc5 Bxc5 10. Nd4 Nc6 11. Nb3 Bxe3+ 12. fxe3 Bg4 13. Qb5 Bxd1 14. Kxd1 Qe7 15. Qc5 Qxe3 16. Qxe3 Rxe3 17. Bb5 Rae8 18. Nc5 Ne4 19. N5xe4 dxe4 20. Bxc6 bxc6 21. h4 Rg3 22. Rh2 e3 23. Ne2 Rd8+ 24. Ke1 Rg4 25. h5 Rd2 26. h6 Rxc2 27. hxg7 Rxb2 28. Nc3 Rgxg2 29. Rxg2 Rxg2 30. a4 Kxg7 0-1
 Classical ,anas90,AbuNoor,1-0,2016.06.30,22:01:28,2073,2217,14,-87,C42,Russian Game: Urusov Gambit,900+3,Normal,1. e4 { [%eval 0.22] } 1... e5 { [%eval 0.24] } 2. Nf3 { [%eval 0.31] } 2... Nf6 { [%eval 0.23] } 3. Bc4 { [%eval 0.08] } 3... Bd6 { [%eval 0.46] } 4. d4 { [%eval 0.56] } 4... Qe7 { [%eval 0.93] } 5. O-O { [%eval 1.01] } 5... O-O { [%eval 0.87] } 6. Bg5 { [%eval 0.97] } 6... h6 { [%eval 1.03] } 7. Bh4 { [%eval 1.1] } 7... c6 { [%eval 1.58] } 8. Nc3 { [%eval 1.44] } 8... Bc7 { [%eval 1.49] } 9. Ne2? { [%eval 0.0] } 9... d5?! { [%eval 0.9] } 10. dxe5 { [%eval 0.85] } 10... Bxe5 { [%eval 0.81] } 11. exd5 { [%eval 0.79] } 11... cxd5 { [%eval 1.12] } 12. Bxd5 { [%eval 1.13] } 12... Nc6 { [%eval 1.2] } 13. Bxc6 { [%eval 1.13] } 13... bxc6 { [%eval 1.16] } 14. Nxe5 { [%eval 0.94] } 14... Qxe5 { [%eval 0.91] } 15. Bxf6 { [%eval 0.9] } 15... Qxf6 { [%eval 0.75] } 16. Qd4 { [%eval 0.68] } 16... Qg6 { [%eval 1.05] } 17. Nf4 { [%eval 0.84] } 17... Qg5 { [%eval 0.86] } 18. Rad1 { [%eval 0.63] } 18... Ba6?! { [%eval 1.13] } 19. Nd3 { [%eval 0.71] } 19... c5 { [%eval 0.92] } 20. f4? { [%eval -0.12] } 20... cxd4?! { [%eval 0.59] } 21. fxg5 { [%eval 0.54] } 21... hxg5 { [%eval 0.52] } 22. Rf5 { [%eval 0.53] } 22... f6 { [%eval 0.82] } 23. Nc5?! { [%eval 0.13] } 23... Bc8? { [%eval 1.2] } 24. Rd5 { [%eval 1.3] } 24... Rb8 { [%eval 1.44] } 25. b3 { [%eval 1.51] } 25... Re8 { [%eval 1.46] } 26. R5xd4 { [%eval 1.43] } 26... Bf5 { [%eval 1.45] } 27. c4 { [%eval 1.36] } 27... Re2 { [%eval 1.46] } 28. R4d2 { [%eval 1.44] } 28... Rbe8 { [%eval 1.47] } 29. Rxe2 { [%eval 1.39] } 29... Rxe2 { [%eval 1.34] } 30. a4 { [%eval 1.1] } 30... Rb2 { [%eval 1.43] } 31. Rd8+ { [%eval 1.72] } 31... Kf7 { [%eval 1.67] } 32. Rb8? { [%eval 0.58] } 32... a5? { [%eval 1.64] } 33. Nb7? { [%eval 0.24] } 33... Ke6? { [%eval 1.45] } 34. Nxa5 { [%eval 1.22] } 34... Be4 { [%eval 1.48] } 35. Re8+ { [%eval 1.27] } 35... Kf5 { [%eval 1.0] } 36. Rxe4? { [%eval -1.43] } 36... Kxe4 { [%eval -1.37] } 37. c5 { [%eval -1.31] } 37... Kd5 { [%eval -1.15] } 38. c6 { [%eval -1.07] } 38... Kd6?? { [%eval 7.14] } 39. Nc4+ { [%eval 7.0] } 39... Kxc6 { [%eval 6.78] } 40. Nxb2 { [%eval 6.25] } 1-0
 Blitz ,ArmalSheih,Tecnofabry,1-0,2016.06.30,22:01:35,1540,1859,22,-20,A40,Horwitz Defense,300+0,Normal,1. d4 e6 2. e3 b6 3. c4 Bb7 4. c5 bxc5 5. Nf3 cxd4 6. Qxd4 Nf6 7. Bb5 Bxf3 8. gxf3 g6 9. b3 Bg7 10. Nc3 c6 11. Ba4 O-O 12. Qd6 Nd5 13. Nxd5 cxd5 14. Rb1 Nc6 15. Bb2 Bxb2 16. Rxb2 Qa5+ 17. Rd2 Rac8 18. Bxc6 dxc6 19. b4 Qa3 20. O-O Qc3 21. Rfd1 Rfd8 22. Qf4 e5 23. Qf6 Qxb4 24. e4 Qa3 25. exd5 cxd5 26. Rd3 Qxa2 27. R1d2 Rc1+ 28. Kg2 Rdc8 29. Rxd5 Qc4 30. Rd8+ Rxd8 31. Rxd8# 1-0
 Bullet ,horrowind,ALEXERRICO,0-1,2016.06.30,22:01:36,1831,1820,-11,11,B10,Caro-Kann Defense,120+0,Normal,1. e4 c6 2. Nf3 Qc7 3. Nc3 d6 4. d4 Bg4 5. Be3 Nd7 6. Qd2 Ngf6 7. h3 Bh5 8. g4 Bg6 9. O-O-O Nxe4 10. Nxe4 Bxe4 11. Bd3 Bxf3 12. Rhe1 Bxd1 13. Rxd1 O-O-O 14. d5 c5 15. Qc3 Ne5 16. Bb5 Kb8 17. Qa3 a6 18. Be2 c4 19. f4 Nd3+ 20. Bxd3 cxd3 21. Qxd3 g6 22. Bd4 f6 23. Qb3 Rc8 24. Bb6 Qc4 25. Qxc4 Rxc4 26. c3 Rxf4 27. Re1 Rf2 28. Bd8 Bh6+ 29. Kb1 Rxd8 30. Rxe7 f5 31. Rxh7 Be3 32. Rg7 fxg4 33. Rxg6 gxh3 34. Rg3 Rf1+ 35. Kc2 Bb6 36. Rxh3 a5 37. Kb3 Rf4 38. a4 Rc8 39. c4 Rcxc4 40. Rh8+ Ka7 41. Ka2 Rxa4+ 42. Kb3 Rab4+ 43. Kc3 Rbc4+ 44. Kb3 Rcd4 45. Rh5 Rf3+ 46. Kc2 Bc5 47. Rh8 Bb4 48. Kc1 Rf2 49. Re8 Rh4 50. Kd1 Rh1+ 51. Re1 Rxe1# 0-1
 Bullet ,Kevpod,SOLODSV72,0-1,2016.06.30,22:01:34,1500,1359,-260,9,B00,Nimzowitsch Defense,120+0,Time forfeit,1. e4 Nc6 2. Nc3 Nf6 3. d3 d5 4. Bg5 dxe4 5. dxe4 Qxd1+ 6. Kxd1 Bg4+ 7. f3 O-O-O+ 8. Bd3 Be6 9. Bxf6 gxf6 10. Nge2 Bc4 11. b3 Bxd3 12. cxd3 Rxd3+ 13. Kc2 Re3 14. Nf4 e6 15. Nb5 a6 16. Na7+ Nxa7 17. Rae1 Rxe1 18. Rxe1 Bh6 19. Nh5 f5 20. Nf6 fxe4 21. Nxe4 Rd8 22. Kb1 Nc6 23. Nc5 Nd4 24. Nxe6 Nxe6 25. Rc1 Bxc1 0-1
 Blitz ,ignatiusJReilly,juancely,1-0,2016.06.30,22:01:36,1520,1416,7,-8,D30,Queen's Gambit Declined,180+0,Normal,1. d4 d5 2. c4 e6 3. cxd5 exd5 4. a3 Bf5 5. Nc3 Nf6 6. Bf4 Nc6 7. e3 a6 8. Bd3 Be6 9. Nf3 h6 10. Ne5 Nxe5 11. dxe5 Nd7 12. O-O Be7 13. e4 d4 14. Nd5 Bxd5 15. exd5 Nc5 16. Bc4 b5 17. Ba2 O-O 18. Qxd4 c6 19. d6 Ne6 20. Qe4 Nxf4 21. dxe7 Qxe7 22. Qxf4 Rae8 23. Rfe1 Qc5 24. b4 Qc3 25. Qe3 Qc2 26. Bb1 Qb2 27. Be4 f5 28. Bxc6 Re7 29. Qc5 Rxe5 30. Qxe5 1-0
 Blitz ,adrianyaness,gumby103,1-0,2016.06.30,22:01:37,1678,1561,7,-7,C00,French Defense: Reti-Spielmann Attack,180+0,Normal,1. e4 e6 2. g3 d5 3. Bg2 c5 4. d3 Nc6 5. Nf3 Bd7 6. O-O Qb6 7. b3 Nge7 8. Nc3 d4 9. Ne2 f5 10. exf5 exf5 11. Nd2 Ng6 12. Nc4 Qd8 13. Nf4 Nxf4 14. Bxf4 b5 15. Ne5 Nxe5 16. Bxe5 Rg8 17. Qe2 Be6 18. Bxa8 Bd6 19. Bc6+ Kf7 20. Bxd6 Qxd6 21. Bxb5 a6 22. Ba4 h5 23. Rac1 g6 24. c3 dxc3 25. Rxc3 Rh8 26. Qe3 Qd5 27. Rxc5 Qb7 28. Qe5 Rd8 29. Rc7+ 1-0
 Classical ,aly_dinamo10,hangmin,1-0,2016.06.30,22:01:35,1646,1569,9,-9,C44,Ponziani Opening: Jaenisch Counterattack,300+15,Normal,1. e4 e5 2. Nf3 Nc6 3. c3 Nf6 4. d3 Be7 5. Bg5 O-O 6. d4 exd4 7. cxd4 Nxe4 8. Bxe7 Qxe7 9. Be2 b5 10. O-O Nb4 11. Bxb5 Bb7 12. Re1 Qf6 13. a3 Na6 14. Bxa6 Bxa6 15. Rxe4 Bb7 16. Re3 Qg6 17. Nc3 Rae8 18. Rxe8 Rxe8 19. h3 Re6 20. d5 Rf6 21. Qd2 Rxf3 22. Re1 h6 23. Kh2 Rf5 24. g4 Qd6+ 25. Kg1 Rf6 26. Qd3 g6 27. Ne4 Qb6 28. Nxf6+ Qxf6 29. Qc3 Qf4 30. Re8+ 1-0
 Blitz ,DragonForce,Lake,0-1,2016.06.30,22:01:37,1525,1644,-8,7,B01,Scandinavian Defense: Mieses-Kotroc Variation,180+0,Normal,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8 4. d4 Nf6 5. Bd3 Bg4 6. f3 Bh5 7. Nge2 e6 8. O-O c6 9. Bg5 Nbd7 10. Ne4 Be7 11. g4 Bg6 12. Nxf6+ Nxf6 13. Bxg6 hxg6 14. Nf4 Bd6 15. Kg2 Qd7 16. h3 O-O-O 17. c4 Qc7 18. Nd3 Bh2 19. d5 Qg3+ 20. Kh1 Qxh3 21. dxc6 Bg3+ 22. Kg1 Qh1# 0-1
 Bullet ,naqalsamoht,barschina,1-0,2016.06.30,22:01:32,1643,1718,14,-12,C02,"French Defense: Advance Variation, Paulsen Attack",60+0,Normal,1. e4 { [%eval 0.1] } 1... e6 { [%eval 0.13] } 2. Nf3 { [%eval 0.2] } 2... d5 { [%eval 0.18] } 3. e5 { [%eval 0.01] } 3... c5 { [%eval -0.12] } 4. d4 { [%eval -0.22] } 4... Nc6 { [%eval 0.08] } 5. c3 { [%eval 0.04] } 5... Qb6 { [%eval 0.15] } 6. dxc5?! { [%eval -0.38] } 6... Bxc5 { [%eval -0.47] } 7. Nd4? { [%eval -1.59] } 7... Nxd4 { [%eval -1.57] } 8. cxd4 { [%eval -1.49] } 8... Bxd4 { [%eval -1.38] } 9. Be2? { [%eval -3.37] } 9... Bxb2? { [%eval -2.28] } 10. Bxb2 { [%eval -2.38] } 10... Qxb2 { [%eval -2.34] } 11. Nd2 { [%eval -2.33] } 11... Qxe5 { [%eval -2.2] } 12. Qa4+?! { [%eval -2.93] } 12... Bd7 { [%eval -2.78] } 13. Qb4?? { [%eval -8.89] } 13... b6?? { [%eval -2.86] } 14. Rc1 { [%eval -2.8] } 14... Ne7 { [%eval -2.44] } 15. Qb3?! { [%eval -3.4] } 15... O-O { [%eval -3.13] } 16. Qh3? { [%eval -4.88] } 16... g6? { [%eval -3.39] } 17. Nf3?! { [%eval -4.38] } 17... Qe4?! { [%eval -3.51] } 18. Ng5?! { [%eval -4.02] } 18... h6?? { [%eval 12.62] } 19. Nxe4?? { [%eval 6.36] } 19... dxe4 { [%eval 6.24] } 20. Qe3?! { [%eval 5.47] } 20... f5? { [%eval 7.82] } 21. Qxh6 { [%eval 7.54] } 21... Rac8 { [%eval 7.18] } 22. Rxc8 { [%eval 7.13] } 22... Rxc8 { [%eval 6.91] } 23. O-O { [%eval 6.67] } 23... Rf8? { [%eval 8.63] } 24. Bc4 { [%eval 8.41] } 24... Rf6? { [%eval 10.67] } 25. Rd1 { [%eval 9.9] } 25... Bc6? { [%eval #3] } 26. Rd8+ { [%eval #2] } 26... Kf7 { [%eval #1] } 27. Qh7# 1-0
 Classical tournament ,shiro94,nero260,1-0,2016.06.30,22:01:34,1724,1299,2,-3,B07,King's Pawn Game: Maroczy Defense,600+0,Normal,1. e4 { [%eval 0.2] } 1... d6 { [%eval 0.48] } 2. d4 { [%eval 0.46] } 2... e5 { [%eval 0.67] } 3. dxe5 { [%eval 0.58] } 3... dxe5 { [%eval 0.67] } 4. Qxd8+ { [%eval 0.72] } 4... Kxd8 { [%eval 0.7] } 5. Nf3 { [%eval 0.68] } 5... Bd7?! { [%eval 1.65] } 6. Nxe5 { [%eval 1.7] } 6... f6?? { [%eval 5.52] } 7. Nxd7?? { [%eval 1.72] } 7... Kxd7 { [%eval 2.06] } 8. Bc4 { [%eval 1.91] } 8... Bc5 { [%eval 1.97] } 9. O-O { [%eval 2.01] } 9... Kc8?! { [%eval 2.77] } 10. Rd1?! { [%eval 2.12] } 10... Nd7? { [%eval 4.03] } 11. Be6 { [%eval 3.87] } 11... Kd8?? { [%eval 9.09] } 12. Bxd7?? { [%eval 5.74] } 12... Ne7 { [%eval 6.16] } 13. Be6+ { [%eval 5.85] } 13... Ke8 { [%eval 6.04] } 14. Nc3 { [%eval 6.0] } 14... Bb4? { [%eval 7.84] } 15. Nd5? { [%eval 5.6] } 15... Bd6 { [%eval 5.86] } 16. c4 { [%eval 5.82] } 16... Rd8? { [%eval 7.0] } 17. c5 { [%eval 6.79] } 17... Bxc5?? { [%eval #2] } 18. Nxc7+ { [%eval #1] } 18... Kf8 { [%eval #1] } 19. Rxd8# 1-0
 Bullet ,Enric52,lamarperu,0-1,2016.06.30,22:01:37,1748,1809,-9,9,B20,Sicilian Defense,60+0,Time forfeit,1. e4 c5 2. e5 e6 3. f4 Nc6 4. Nf3 d6 5. Bb5 dxe5 6. Bxc6+ bxc6 7. fxe5 Ne7 8. Nc3 Ng6 9. O-O Be7 10. d3 O-O 11. Be3 a5 12. Qd2 Ba6 13. Ne2 Rb8 14. b3 Qc7 15. Bg5 Bxg5 16. Nxg5 Nxe5 17. Ng3 Ng6 18. Rae1 Rbd8 19. Qe2 Qd6 20. Nh5 Qd4+ 21. Kh1 Qh4 22. Ne4 c4 23. dxc4 c5 24. Nhg3 Bb7 25. Qf3 Ne5 26. Qe2 Ng4 27. h3 Rd4 28. Qxg4 Qxg4 29. hxg4 Bxe4 30. Rxe4 Rxe4 31. Nxe4 Rd8 32. Rf2 Rd4 33. Nxc5 Rxg4 34. Kh2 g6 35. Kh3 h5 36. g3 Rd4 37. Kg2 Kg7 38. Nb7 h4 39. Nxa5 hxg3 40. Nc6 Rd6 41. Rf3 Rxc6 42. Rxg3 Ra6 0-1
 Blitz tournament ,Lindioweb,renezieck,1-0,2016.06.30,22:01:37,1965,1720,5,-5,A15,English Opening: Anglo-Indian Defense,180+0,Normal,1. c4 Nf6 2. e3 e5 3. d4 exd4 4. exd4 c5 5. Nf3 cxd4 6. Nxd4 Bc5 7. Be3 Bxd4 8. Bxd4 Nc6 9. Bc3 O-O 10. Be2 d5 11. cxd5 Nxd5 12. O-O Nxc3 13. Nxc3 Qxd1 14. Raxd1 Be6 15. a3 Rad8 16. Bf3 Rxd1 17. Rxd1 Rd8 18. Bxc6 Rxd1+ 19. Nxd1 bxc6 20. Nc3 Kf8 21. f3 Ke7 22. Kf2 Kd6 23. Ke3 f5 24. f4 h5 25. g3 g6 26. b4 a6 27. Na4 c5 28. Nxc5 Kd5 29. Kd3 Bc8 30. Kc3 a5 31. Kd3 axb4 32. axb4 Kc6 33. Kc4 Kb6 34. h4 Kc6 35. b5+ Kb6 36. Kb4 Bb7 37. Nxb7 Kxb7 38. Kc5 Kc7 39. Kd5 Kb6 40. Ke6 Kxb5 41. Kf6 Kc5 42. Kxg6 Kd5 43. Kxf5 Kd6 44. Kg5 Ke6 45. Kxh5 Kf6 46. Kh6 Kf7 47. g4 Kf6 1-0
 Blitz tournament ,trend19,gattababu,0-1,2016.06.30,22:01:37,1880,1870,-12,13,B20,Sicilian Defense: Bowdler Attack,180+0,Normal,1. e4 c5 2. Bc4 e6 3. d3 Nc6 4. Nc3 d6 5. a4 a6 6. Nge2 Qc7 7. O-O Nf6 8. Bg5 Be7 9. Bxf6 Bxf6 10. Kh1 Bd7 11. f4 O-O 12. Ng3 g6 13. f5 Rae8 14. Qg4 exf5 15. exf5 Ne5 16. Qe4 Nxc4 17. Qxc4 Kh8 18. fxg6 fxg6 19. Nd5 Qd8 20. Ne4 Bg7 21. Nxd6 Re2 22. Nf4 Re7 23. Rf3 Bc6 24. Nxg6+ hxg6 25. Rh3+ Bh6 26. Rxh6+ Kg7 27. Qh4 Qxd6 28. Rh7+ Kg8 29. Rh8+ Kf7 30. Rf1+ Ke6 31. Rhxf8 Kd7 32. Qf4 Qd5 33. Qb8 Qxg2# 0-1
 Blitz tournament ,madruga123,mayconchess,0-1,2016.06.30,22:01:37,1402,1866,-2,1,B20,Sicilian Defense: Staunton-Cochrane Variation,180+0,Normal,1. e4 c5 2. c4 d6 3. Nc3 Nf6 4. Nf3 g6 5. g3 Bg7 6. Bg2 O-O 7. d4 Nc6 8. d5 Ne5 9. O-O Nxc4 10. b3 Nb6 11. Re1 Nxe4 12. Rxe4 Bxc3 13. Rb1 Bf5 14. Qd3 Bxe4 15. Qxe4 Bg7 16. Bb2 Qd7 17. Bxg7 Kxg7 18. Ng5 h6 19. Nh3 f5 20. Qf4 Rf6 21. Qf3 Raf8 22. Qc3 e5 23. dxe6 Qxe6 24. Re1 Qf7 25. a4 Nc8 26. a5 Ne7 27. Bxb7 Nd5 28. Bxd5 Qxd5 29. Nf4 Qd4 30. Qxd4 cxd4 31. Ne6+ Rxe6 32. Rxe6 Rd8 33. Rxd6 Rxd6 34. Kf1 d3 35. Ke1 d2+ 36. Kd1 Rd3 37. Kc2 d1=Q+ 38. Kb2 Qd2+ 39. Ka3 Qxf2 40. Ka4 Qxh2 41. b4 Qxg3 42. Kb5 Qe5+ 43. Ka4 Qd4 44. Kb5 Qd7+ 45. Kc4 Qd5# 0-1
 Bullet ,bleistift,LudoChess79,1-0,2016.06.30,22:01:39,1663,1707,12,-12,B00,Nimzowitsch Defense: Mikenas Variation,60+1,Normal,1. e4 Nc6 2. d4 d6 3. c4 Nf6 4. Nc3 g6 5. Be3 Bg7 6. Qd2 Ng4 7. Be2 Nxe3 8. fxe3 e5 9. d5 Ne7 10. Nf3 O-O 11. h4 f5 12. exf5 Nxf5 13. O-O-O Qf6 14. g4 Ne7 15. g5 Qf7 16. h5 Nf5 17. hxg6 Qxg6 18. Rdg1 c6 19. Nh4 Nxh4 20. Rxh4 cxd5 21. Nxd5 Re8 22. Bh5 Qe6 23. Bxe8 Qxe8 24. Qd3 Qc6 25. Qxh7+ Kf7 26. g6+ Kf8 27. Rf1+ Ke8 28. Qg8+ Bf8 29. Qxf8+ Kd7 30. Qe7# 1-0
 Blitz ,Nando_Oliveira,username999,1-0,2016.06.30,22:01:40,1600,1583,11,-11,C42,Petrov's Defense #2,300+0,Time forfeit,1. e4 e5 2. Nf3 Nf6 3. Nxe5 Qe7 4. f4 d6 5. Nf3 Nxe4 6. Qe2 Bg4 7. d3 Nc5 8. Qxe7+ Bxe7 9. Be3 Nca6 10. Be2 Bxf3 11. Bxf3 c6 12. O-O O-O 13. Nc3 d5 14. d4 Nb4 15. Rac1 Re8 16. Rfe1 Nd7 17. Bg4 Nf6 18. Bh3 Bd6 19. g3 Ne4 20. a3 Na6 21. Na4 b5 22. Nc5 Bxc5 23. dxc5 Naxc5 24. Bxc5 Nxc5 25. Rxe8+ Rxe8 26. b4 Na4 27. Bd7 Re3 28. Bxc6 a6 29. Bxd5 Rxa3 30. Re1 g6 31. Bb7 Nc3 32. Re3 Ra1+ 33. Kg2 Nd1 34. Re1 Rc1 35. Bxa6 Rxc2+ 36. Kh3 Nc3 37. Re3 Nd5 38. Re5 Nxb4 39. Bxb5 Na2 40. Bd3 Rc3 41. Bb1 Nb4 42. Re8+ Kg7 43. Rb8 Nd5 44. Rb7 h5 45. Ba2 Rc5 46. Rd7 Ne3 47. Rxf7+ Kh6 48. Ra7 g5 49. Ra6+ Kg7 50. fxg5 Rxg5 51. Ra7+ Kf6 52. Rf7+ Ke5 53. Re7+ Kd4 54. Rd7+ Kc5 55. g4 hxg4+ 56. Kh4 Rg6 57. Bb1 Rh6+ 58. Kg5 Rxh2 59. Rc7+ Kb6 60. Re7 Nc4 61. Bd3 Ne3 62. Re6+ Kc5 63. Rxe3 Kd4 64. Rg3 Rd2 65. Ba6 Kc5 66. Rxg4 Kb6 67. Bf1 Rd5+ 68. Kh4 Rd7 69. Bg2 Rh7+ 70. Kg3 Rf7 71. Bh3 Re7 72. Rg6+ Kc5 73. Rg5+ Kd4 74. Rg4+ Ke3 75. Kh4 1-0
 Blitz ,Wormhouse,Quentus,0-1,2016.06.30,22:01:39,1687,1702,-10,10,A40,Englund Gambit Complex Declined,180+0,Normal,1. d4 e5 2. d5 d6 3. c4 c6 4. Nc3 cxd5 5. cxd5 Bf5 6. e4 Bg6 7. Nf3 Be7 8. h4 h6 9. h5 Bh7 10. g4 Qa5 11. Bd2 Nd7 12. Bb5 O-O-O 13. a3 Qb6 14. b4 Ngf6 15. Bd3 Nxg4 16. Rg1 Qxf2# 0-1
 Bullet ,dpikos,danilommsantos,0-1,2016.06.30,22:01:40,1376,1333,-15,12,B20,Sicilian Defense,90+2,Normal,1. e4 c5 2. d3 d6 3. c4 Nf6 4. f3 Nc6 5. Ne2 Bd7 6. a3 g6 7. g4 Bg7 8. Bg5 O-O 9. Ra2 Ne5 10. Bg2 b5 11. b3 bxc4 12. bxc4 a5 13. a4 Qe8 14. Qd2 Bxa4 15. Bh6 Bd7 16. Bxg7 Kxg7 17. h4 h6 18. g5 Ng8 19. gxh6+ Nxh6 20. Ng3 a4 21. h5 Qd8 22. hxg6 Nxg6 23. Qxh6+ Kf6 24. Bh3 Qa5+ 25. Ke2 Bxh3 26. Rxh3 Rh8 27. Qe3 Rxh3 28. e5+ Nxe5 29. Ne4+ Kg7 30. Qg5+ Ng6 31. Qg4 Rh2+ 32. Ke3 Qe1+ 33. Re2 Qxe2# 0-1
 Blitz ,eagle222,PietAmigo,1-0,2016.06.30,22:01:40,1869,1793,10,-9,C00,French Defense: Knight Variation,300+0,Normal,1. e4 e6 2. Nf3 d5 3. exd5 exd5 4. d4 Bg4 5. Bf4 Bd6 6. Bxd6 Qxd6 7. Be2 Ne7 8. h3 Bh5 9. O-O O-O 10. Nbd2 Nd7 11. c3 Rfe8 12. Qb3 b6 13. Bb5 c6 14. Bd3 Bg6 15. Qc2 Bxd3 16. Qxd3 Ng6 17. Rae1 f6 18. c4 Ndf8 19. b4 Qd7 20. a3 Rxe1 21. Rxe1 Re8 22. Kf1 Rxe1+ 23. Kxe1 Qe6+ 24. Kf1 Nf4 25. Qe3 dxc4 26. Qxe6+ N8xe6 27. Nxc4 Nd3 28. Nd6 Nc1 29. g4 Nb3 30. Nf5 g6 31. Ne7+ Kf7 32. Nxc6 Ke8 33. Nxa7 Nexd4 34. Nxd4 Nxd4 35. Nc8 Kd7 36. Nxb6+ Kc6 37. Nc4 Kd5 38. Ne3+ 1-0
 Blitz tournament ,pacman2016,Kamb,0-1,2016.06.30,22:01:41,1723,1970,-4,5,B06,"Modern Defense: Two Knights Variation, Suttles Variation",180+0,Time forfeit,1. e4 g6 2. d4 Bg7 3. Nc3 d6 4. Nf3 c6 5. Be2 Qc7 6. O-O e5 7. dxe5 dxe5 8. h3 Nf6 9. Bg5 O-O 10. Qc1 Re8 11. Bh6 Bh8 12. Bc4 b5 13. Bb3 b4 14. Ne2 a5 15. a3 bxa3 16. bxa3 a4 17. Bc4 Ba6 18. Bxa6 Nxa6 19. Ng3 Nc5 20. Qe3 Ne6 21. c4 Nd7 22. Rfd1 Nd4 23. Nxd4 exd4 24. Qf3 Ne5 25. Qf4 c5 26. Ne2 Qe7 27. Ng3 Qf6 28. Qxf6 Bxf6 29. Bf4 Nxc4 30. Rdc1 d3 31. Rxc4 Bxa1 32. Rxc5 Rac8 33. Rd5 Rcd8 34. Rxd8 Rxd8 35. Bd2 Bb2 36. e5 Bxa3 37. Ne4 Bb2 38. Nc5 a3 39. Nb3 a2 40. f4 a1=Q+ 41. Nxa1 Bxa1 42. g4 Rc8 43. f5 Rc2 44. Bh6 d2 45. Bxd2 Rxd2 46. e6 fxe6 47. fxe6 Kf8 48. Kf1 Ke7 49. h4 Kxe6 0-1
